NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY_FLAG,MEGA_EVOLUTION_FLAG,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,CAPTURE_RATE,BASE_EGG_HATCH_CYCLE,BASE_EGG_HATCH_STEPS,EGG_GROUP1,EGG_GROUP2,BASE_EXP,EFFORT_HP,EFFORT_ATK,EFFORT_DEF,EFFORT_SP_ATK,EFFORT_SP_DEF,EFFORT_SPD,EFFORT_TOTAL
862,1,8621,Obstagoon,Dark,Normal,Grey,Reckless,Guts,Defiant,8,0,0,1.6,46,93,90,101,60,81,95,520,45,15,3840,Field,,260,0,0,3,0,0,0,3
863,1,8631,Perrserker,Steel,,Brown,Battle Armor,Tough Claws,Steely Spilit,8,0,0,0.8,28,70,110,100,50,60,50,440,90,20,5120,Field,,154,0,2,0,0,0,0,2
864,1,8641,Cursola,Ghost,,White,Weak Armor,,Perish Body,8,0,0,1,0.4,60,95,50,145,130,30,510,30,20,5120,Water1,Water3,179,0,0,0,2,0,0,2
865,1,8651,Sirfetch'd,Fighting,,White,Steadfast,,Scrappy,8,0,0,0.8,117,62,135,95,68,82,65,507,45,20,5120,Flying,Field,177,0,2,0,0,0,0,2
866,1,8661,Mr. Rime,Ice,Psychic,Purple,Tangled Feet,Screen Cleaner,Ice Body,8,0,0,1.5,58.2,80,85,75,110,100,70,520,45,25,6400,Human-Like,,182,0,0,0,3,0,0,3
867,1,8671,Runerigus,Ground,Ghost,Grey,Wandering Spilit,,,8,0,0,1.6,66.6,58,95,145,50,105,30,483,90,25,6400,Mineral,Amorphous,169,0,0,2,0,0,0,2
868,1,8681,Milcery,Fairy,,White,Sweet Veil,,Aroma Veil,8,0,0,0.2,0.3,45,40,40,50,61,34,270,200,20,5120,Fairy,Amorphous,54,0,0,0,0,1,0,1
869,1,8691,Alcremie,Fairy,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,100,20,5120,Fairy,Amorphous,173,0,0,0,0,2,0,2
870,1,8701,Falinks,Fighting,,Yellow,Battle Armor,,Defiant,8,0,0,3,62,65,100,100,70,60,75,470,45,25,6400,Fairy,Mineral,165,0,2,0,0,1,0,3
871,1,8711,Pincurchin,Electric,,Purple,Lightning Rod,,Electric Surge,8,0,0,0.3,1,48,101,95,91,85,15,435,75,20,5120,Water1,Amorphous,152,0,2,0,0,0,0,2
872,1,8721,Snom,Ice,Bug,White,Shield Dust,,Ice Scales,8,0,0,0.3,3.8,30,25,35,45,30,20,185,190,20,5120,Bug,,37,0,0,0,1,0,0,1
873,1,8731,Frosmoth,Ice,Bug,White,Shield Dust,,Ice Scales,8,0,0,1.3,42,70,65,60,125,90,65,475,75,20,5120,Bug,,166,0,0,0,2,0,0,2
874,1,8741,Stonjourner,Rock,,Grey,Power Spot,,,8,0,0,2.5,520,100,125,135,20,20,70,470,60,25,6400,Mineral,,165,0,0,2,0,0,0,2
875,1,8751,Eiscue,Ice,,Blue,Ice Face,,,8,0,0,1.4,89,75,80,110,65,90,50,470,60,25,6400,Water1,Field,165,0,0,2,0,0,0,2
875,2,8752,Eiscue,Ice,,Blue,Ice Face,,,8,0,0,1.4,89,75,80,70,65,50,130,470,60,25,6400,Water1,Field,165,0,0,2,0,0,0,2
876,1,8761,Indeedee M,Psychic,Normal,Purple,Inner Focus,Synchronize,Psychic Surge,8,0,0,0.9,28,60,65,55,105,95,95,475,30,40,10240,Fairy,,166,0,0,0,2,0,0,2
876,2,8762,Indeedee F,Psychic,Normal,Purple,Own Tempo,Synchronize,Psychic Surge,8,0,0,0.9,28,70,55,65,95,105,85,475,30,40,10240,Fairy,,166,0,0,0,0,2,0,2
877,1,8771,Morpeko,Electric,Dark,Yellow,Hunger Switch,,,8,0,0,0.3,3,58,95,58,70,58,97,436,180,10,2560,Field,Fairy,153,0,0,0,0,0,2,2
878,1,8781,Cufant,Steel,,Yellow,Sheer Force,,Heavy Metal,8,0,0,1.2,100,72,80,49,40,49,40,330,190,25,6400,Field,Mineral,66,0,1,0,0,0,0,1
879,1,8791,Copperajah,Steel,,Green,Sheer Force,,Heavy Metal,8,0,0,3,650,122,130,69,80,69,30,500,90,25,6400,Field,Mineral,175,0,2,0,0,0,0,2
880,1,8801,Dracozolt,Electric,Dragon,Green,Volt Absorb,Hustle,Sand Rush,8,0,0,1.8,190,90,100,90,80,70,75,505,45,35,8960,Undiscovered,,177,0,2,0,0,0,0,2
881,1,8811,Arctozolt,Electric,Ice,Blue,Volt Absorb,Static,Slush Rush,8,0,0,2.3,150,90,100,90,90,80,55,505,45,35,8960,Undiscovered,,177,0,2,0,0,0,0,2
882,1,8821,Dracovish,Water,Dragon,Green,Water Absorb,Strong Jaw,Sand Rush,8,0,0,2.3,215,90,90,100,70,80,75,505,45,35,8960,Undiscovered,,177,0,0,2,0,0,0,2
883,1,8831,Arctovish,Water,Ice,Blue,Water Absorb,Ice Body,Slush Rush,8,0,0,2,175,90,90,100,80,90,55,505,45,35,8960,Undiscovered,,177,0,0,2,0,0,0,2
884,1,8841,Duraludon,Steel,Dragon,White,Light Metal,Heavy Metal,Stalwart,8,0,0,1.8,40,70,95,115,120,50,85,535,45,30,7680,Mineral,Dragon,187,0,0,0,2,0,0,2
885,1,8851,Dreepy,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,0.5,2,28,60,30,40,30,82,270,45,40,10240,Amorphous,Dragon,54,0,0,0,0,0,1,1
886,1,8861,Drakloak,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,1.4,11,68,80,50,60,50,102,410,45,40,10240,Amorphous,Dragon,144,0,0,0,0,0,2,2
887,1,8871,Dragapult,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,3,50,88,120,75,100,75,142,600,45,40,10240,Amorphous,Dragon,300,0,0,0,0,0,3,3
888,1,8881,Zacian,Fairy,,Blue,Intrepid Sword,,,8,1,0,2.8,110,92,130,115,80,115,138,670,10,120,30720,Undiscovered,,335,0,0,0,0,0,3,3
888,2,8882,Zacian,Fairy,Steel,Blue,Intrepid Sword,,,8,1,0,2.8,355,92,170,115,80,115,148,720,10,120,30720,Undiscovered,,360,0,0,0,0,0,3,3
889,1,8891,Zamazanta,Fighting,,Red,Dauntless Shield,,,8,1,0,2.9,210,92,130,115,80,115,138,670,10,120,30720,Undiscovered,,335,0,0,0,0,0,3,3
889,2,8892,Zamazanta,Fighting,Steel,Red,Dauntless Shield,,,8,1,0,2.9,785,92,130,145,80,145,128,720,10,120,30720,Undiscovered,,360,0,0,0,0,0,3,3
890,1,8901,Eternatus,Poison,Dragon,Purple,Pressure,,,8,1,0,2,950,140,85,95,145,95,130,690,255,120,30720,Undiscovered,,345,3,0,0,0,0,0,3
891,1,8911,Kubfu,Fighting,,Grey,Inner Focus,,,8,1,0,0.6,12,60,90,60,53,50,72,385,3,120,30720,Undiscovered,,77,0,1,0,0,0,0,1
892,1,8921,Urshifu,Fighting,Dark,Grey,Unseen Fist,,,8,1,0,1.9,105,100,130,100,63,60,97,550,3,120,30720,Undiscovered,,275,0,3,0,0,0,0,3
892,2,8922,Urshifu,Fighting,Water,Grey,Unseen Fist,,,8,1,0,1.9,105,100,130,100,63,60,97,550,3,120,30720,Undiscovered,,275,0,3,0,0,0,0,3
893,1,8931,Zarude,Dark,Grass,Green,Leaf Guard,,,8,1,0,1.8,70,105,120,105,70,95,105,600,3,120,30720,Undiscovered,,300,0,3,0,0,0,0,3
894,1,8941,Regieleki,Electric,,Yellow,Transistor,,,8,1,0,1.2,145,80,100,50,100,50,200,580,3,120,30720,Undiscovered,,290,0,0,0,0,0,3,3
895,1,8951,Regidrago,Dragon,,Green,Dragon's Maw,,,8,1,0,2.1,200,200,100,50,100,50,80,580,3,120,30720,Undiscovered,,290,3,0,0,0,0,0,3
896,1,8961,Glastrier,Ice,,White,Chilling Neigh,,,8,1,0,2.2,800,100,145,130,65,110,30,580,3,120,30720,Undiscovered,,290,0,3,0,0,0,0,3
897,1,8971,Spectrier,Ghost,,Black,Grim Neigh,,,8,1,0,2,44.5,100,65,60,145,80,130,580,3,120,30720,Undiscovered,,290,0,0,0,3,0,0,3
898,1,8981,Calyrex,Psychic,Grass,Green,Unnerve,,,8,1,0,1.1,7.7,100,80,80,80,80,80,500,3,120,30720,Undiscovered,,250,3,0,0,0,0,0,3
898,2,8982,Calyrex,Psychic,Ice,White,As One,,,8,1,0,2.4,809.1,100,165,150,85,130,50,680,3,120,30720,Undiscovered,,340,0,3,0,0,0,0,3
898,3,8983,Calyrex,Psychic,Ghost,Black,As One,,,8,1,0,2.4,53.6,100,85,80,165,100,150,680,3,120,30720,Undiscovered,,340,0,0,0,3,0,0,3
